current_ratio,debt_to_equity,interest_coverage,ebitda_margin,revenue_growth_yoy,cash_burn_rate,working_capital_ratio,gross_margin,risk_tier
0.93985,0.08822,0.1062,0.11998,0.10852,13.16,-0.033935,0.08822,2
4.4149,0.15528,0.18673,0.18841,0.18478,-66.467,0.45292,0.15528,2
2.5451,0.35773,0.4932,0.37482,0.44198,-75.139,0.39807,0.35631,2
1.9238,0.097198,0.17492,0.10381,0.16516,-5.2278,0.35688,0.09719,2
1.9848,-0.037346,-0.11438,-0.025172,-0.084754,20.339,0.17507,-0.04662,2
0.199897,0.1725,0.6912076000000001,0.30179,0.6873924000000006,3.6068,-0.46505,0.076438,2
3.0227,0.056062,0.10946,0.061003,0.18753,-71.858,0.64058,0.056062,2
2.0024,0.13842,0.13453,0.13646,0.13541,4.242,0.28189,0.13396,2
3.8116,0.044767,0.058233,0.079702,0.075209,-80.2,0.56868,0.044767,2
3.606,0.11073,0.13049,0.14419,0.11862,-94.082,0.44173,0.11073,2
1.2203,0.054772,0.059661,0.054433,0.099415,20.062,0.077023,0.037294,2
1.7518,0.058242,0.10747,0.070565,0.08607,12.271,0.31373,0.055731,2
1.0814,0.000888,0.009443,0.002112,0.01888,5.9749,0.071766,0.000666,2
1.5621,0.122,0.3431,0.15683,0.26596,-26.271,0.25842,0.122,2
1.1756,0.014834,0.022386,0.014962,0.078491,10.583,0.11974,0.00831,2
1.523,0.15931,0.16382,0.41637,0.019436,-124.37,0.18736,0.070529,2
1.52,0.039395,0.089171,0.046773,0.1084,16.807,0.29299,0.039395,2
3.2503,0.16685,0.26759,0.1796,0.26105,-60.589,0.3875,0.16684,2
1.3559,0.20039,0.2609,0.089487,0.010626,26.445,0.22233,0.089487,2
1.7142,0.13694,0.6912076000000001,0.15373,0.6873924000000006,5.0429,0.32766,0.13694,2
1.1387,0.089811,0.12119,0.11947,0.14884,17.878,0.041202,0.079304,2
1.0776,0.003252,0.007802,0.00794,-0.083014,44.802,0.062569,0.002027,2
1.9722,0.026747,0.029546,0.02828,0.016803,-21.976,0.38535,0.023694,2
1.2688,0.16282,0.37776,0.16263,0.37705,-9.0581,0.18867,0.16039,2
8.4156,0.18161,0.23594,0.20927,0.22557,-187.66,0.72433,0.18161,2
1.6984,0.074943,0.20452,0.090485,0.19673,-22.205,0.21201,0.073759,2
3.2159,0.16406,0.25491,0.1844,0.24551,-98.908,0.45234,0.16403,2
1.8803,0.29083,0.17028,0.18872,0.070062,-36.434,0.27771,0.14541,2
5.0692,-0.019767,-0.029482,0.013787,-0.000217,-116.46,0.47193,-0.022591,2
1.4832,0.10064,0.16478,0.12843,0.15918,-0.093287,0.22758,0.10064,2
2.6381,0.11674,0.12932,0.14003,0.34273,-46.435,0.37585,0.11674,2
2.2387,0.36073,0.21348,0.16054,0.015958,-96.131,0.33247,0.16054,2
1.3655,-0.005612,-0.01236,0.045075,-0.004343,15.911,0.15715,-0.005612,2
1.342,0.016197,0.019336,0.071485,-0.025074,79.379,0.09339,0.016197,2
1.9754,0.01383,0.014768,0.005156,0.001086,,0.42301,0.005156,2
4.0192,0.21959,0.24698,0.25133,0.26342,-74.714,0.43363,0.21959,2
0.99329,0.076778,0.25839,0.09974,0.27882,39.146,-0.004658,0.076778,2
0.94134,0.012439,0.025441,0.027773,0.050667,45.899,-0.031707,0.012439,2
2.3195,0.28365,0.37747,0.31008,0.38098,-93.972,0.4176,0.28365,2
1.2052,0.18843,0.32492,0.091969,0.027618,2.2857,0.11029,0.091475,2
0.74327,0.031628,0.064406,0.059905,0.070006,71.33,-0.17756,0.031628,2
0.3667,0.054665,0.098455,0.079624,0.090452,232.8,-0.95167,0.054665,2
2.1553,0.084115,0.23576,0.094342,0.24955,-14.527,0.3653,0.084115,2
3.07,0.075986,0.13182,0.11916,0.1439,-55.023,0.40689,0.075986,2
1.5066,0.036199,0.082692,0.076711,0.096174,2.1432,0.17292,0.036199,2
2.344,0.10868,0.11615,0.17193,0.11088,-140.0,0.36804,0.10868,2
,0.564921300000001,0.035972,0.7681938000000001,-0.030116,-1560.2,0.8898208000000005,0.46613119999999975,2
1.4247,0.16527,0.47876,0.20006,0.46812,-1.1472,0.05238,0.16117,2
8.2999,0.079284,0.15809,0.093008,0.14439,-137.07,0.81911,0.079284,2
2.1717,0.009531,0.006784,0.013555,0.032218,4.7486,0.46046,0.002569,2
5.3162,0.074006,0.1607,0.1035,0.17059,-47.415,0.37208,0.070074,2
2.1731,0.073495,0.11355,0.088699,0.13217,8.9767,0.30177,0.073495,2
32.056,0.08307,0.18977,0.11018,0.18971,-98.498,0.69552,0.081561,2
1.0167,0.10673,0.10143,0.16863,0.10027,16.218,0.00252,0.10673,2
1.4276,0.10814,0.21145,0.11553,0.18513,-12.727,0.1319,0.10814,2
1.3653,0.10532,0.36925,0.1089,0.36573,-16.213,0.20818,0.10532,2
1.783,0.072544,0.27986,0.081282,0.27885,-6.5218,0.34565,0.072544,2
1.3639,0.13271,0.14151,0.18689,0.0,-761.7,0.09744,0.13271,2
1.2935,-0.005487,-0.012745,0.008947,0.009505,22.711,0.13881,-0.005487,2
2.5055,0.060473,0.18937,0.069126,0.20544,-14.494,0.40943,0.060473,2
1.7507,0.1586,0.24204,0.078972,0.004266,-11.865,0.16562,0.071996,2
1.0103,0.030075,0.084412,0.026273,0.10321,9.9949,0.00874,0.02427,2
0.90726,0.006884,0.007475,0.003275,0.041702,46.586,-0.048855,0.002437,2
13.994,0.564921300000001,0.42148,0.58942,0.38862,-994.77,0.8898208000000005,0.46613119999999975,2
1.7543,0.076281,0.10189,0.097312,0.14274,20.306,0.16154,0.076281,2
3.1692,0.077063,0.181,0.097928,0.1762,-60.132,0.41125,0.077063,2
1.3398,0.11335,0.15558,0.12853,0.10753,10.191,0.096411,0.09682,2
1.4869,-0.16548,-0.2027,-0.10757,-0.16347,2.8629,0.12546,-0.16548,2
1.7228,0.001324,0.003153,0.018958,0.007433,2.4058,0.25748,0.001324,2
0.31921,-0.22485,-0.07235,-0.21102,-0.009019,184.32,-0.094111,-0.33079,2
3.5249,0.28999,0.6912076000000001,0.30174,0.6873924000000006,-95.933,0.52557,0.28999,2
0.25525,0.005294,-0.006269,0.071434,-0.27756,161.03,-0.73606,-0.004206,2
1.6472,0.033378,0.038963,0.067044,0.028333,38.655,0.14699,0.033378,2
1.0694,0.038132,0.057887,0.062937,-0.033954,37.718,0.023259,0.038132,2
1.2402,0.014827,0.045626,0.024051,0.064313,25.141,0.19368,0.014827,2
3.1074,0.006114,0.006458,0.020625,0.030353,-31.732,0.39363,0.001749,2
1.8713,0.073293,0.23369,0.0328,0.11275,,0.45475,0.0328,2
1.0929,0.055398,0.13284,0.062293,0.16046,26.18,0.048523,0.047239,2
0.91566,-0.052091,-0.17758,-0.028713,-0.13257,61.895,-0.057143,-0.072296,2
9.13,0.087815,0.12753,0.12712,0.12507,-88.648,0.47989,0.087804,2
0.82102,-0.23159,-0.014066,-0.23163,-0.012445,-2879.1749999999997,-0.052227,-0.23163,2
2.1286,0.13166,0.33705,0.14919,0.31981,-34.391,0.3406,0.13166,2
8.4492,0.16189,0.14351,0.18424,0.17324,-24.905,0.66374,0.16184,2
3.0477,0.27026,0.6912076000000001,0.2798,0.6873924000000006,-9.2447,0.50462,0.26833,2
1.1307,0.091833,0.23029,0.11423,0.23134,-11.337,0.080647,0.088381,2
2.0894,0.091587,0.099402,0.14683,0.099334,3.2631,0.27097,0.084225,2
3.5603,-0.064623,-0.046693,0.30663,5.2e-05,-300.5,0.37767,-0.032312,2
3.1357,0.040961,0.070105,0.06395,0.053823,-64.92,0.41397,0.040961,2
0.80007,0.006237,0.011275,0.049114,0.019764,45.106,-0.10527,0.006237,2
2.0619,0.033658,0.060343,0.073913,0.058776,-29.901,0.21542,0.033658,2
2.2433,0.05376,0.10157,0.07008,0.09576,-51.577,0.34708,0.05376,2
